epoch,training_accuracy,test_accuracy,training_loss,test_loss
0,0.103885,0.107411,4.751893,4.736239
1,0.914415,0.916192,0.316893,0.307767
2,0.926665,0.925993,0.276914,0.268725
3,0.933266,0.931393,0.244634,0.244431
4,0.939282,0.936694,0.228414,0.229720
5,0.945349,0.941094,0.207632,0.214157
6,0.947966,0.944994,0.200793,0.207859
7,0.950316,0.946695,0.193959,0.203264
8,0.952633,0.946695,0.181231,0.193361
9,0.954099,0.947795,0.175232,0.188828
10,0.955199,0.948895,0.171745,0.188063
11,0.956916,0.950295,0.163712,0.181906
12,0.959449,0.949595,0.156125,0.173923
13,0.959333,0.950595,0.166642,0.185586
14,0.961233,0.950395,0.154778,0.176340
15,0.961583,0.952595,0.145601,0.168151
16,0.962916,0.951995,0.144968,0.168066
17,0.962649,0.952395,0.141035,0.165423
18,0.963616,0.952095,0.137820,0.164236
19,0.964683,0.953995,0.135918,0.160518
20,0.965149,0.953795,0.133592,0.159010
21,0.965999,0.952695,0.131457,0.161206
22,0.966583,0.954595,0.128235,0.156344
23,0.966999,0.953195,0.126659,0.157029
24,0.966316,0.955596,0.128439,0.155903
25,0.967949,0.954395,0.121709,0.152798
26,0.966316,0.954395,0.126289,0.155871
27,0.968199,0.955496,0.123121,0.154623
28,0.967699,0.952895,0.121012,0.156018
29,0.969099,0.953995,0.118528,0.154800
30,0.969349,0.954695,0.118509,0.154309
31,0.970266,0.953995,0.115670,0.153609
32,0.970233,0.955696,0.120727,0.157462
33,0.970033,0.954195,0.114747,0.153762
34,0.970866,0.954695,0.120367,0.161021
35,0.970433,0.954695,0.112336,0.151488
36,0.971466,0.956396,0.111042,0.149786
37,0.970850,0.955096,0.110968,0.151979
38,0.971950,0.953695,0.111928,0.153768
39,0.971483,0.955996,0.109799,0.148804
40,0.973266,0.954795,0.106370,0.149017
41,0.972733,0.955896,0.108766,0.151052
42,0.972566,0.955096,0.106927,0.148279
43,0.973616,0.954995,0.104102,0.148864
44,0.973150,0.953995,0.105565,0.154449
45,0.973633,0.954895,0.103321,0.147812
46,0.973500,0.956096,0.105277,0.148009
47,0.974600,0.955496,0.100783,0.148318
48,0.974766,0.956196,0.101357,0.149203
49,0.974550,0.954595,0.100170,0.149142
50,0.975216,0.955496,0.100264,0.148347
51,0.975633,0.955796,0.097134,0.147839
52,0.975700,0.956896,0.097047,0.145818
53,0.975466,0.956196,0.100844,0.151460
54,0.974916,0.956096,0.097480,0.148067
55,0.975333,0.955596,0.096430,0.147777
56,0.976433,0.954895,0.095625,0.148751
57,0.976116,0.956696,0.094663,0.145221
58,0.975766,0.955296,0.100483,0.152701
59,0.976083,0.954395,0.096106,0.150270
60,0.975383,0.954195,0.096919,0.151509
