epoch,training_accuracy,test_accuracy,training_loss,test_loss
0,0.0882681378022967,0.08240824082408238,3.6016888932449644,3.6205852428615466
1,0.9135985599759996,0.9137913791379138,0.49182891546748414,0.48597136733608953
2,0.9310821847030784,0.9316931693169317,0.39212420909210821,0.38995633623352427
3,0.9425657094284905,0.9381938193819382,0.34109659072953541,0.34293811733182455
4,0.9464657744295738,0.9446944694469447,0.31157518777133841,0.31368123283703792
5,0.9507158452640877,0.948994899489949,0.2875392598298655,0.2912266359739093
6,0.9536658944315739,0.9511951195119512,0.27112982517362494,0.27529944134733736
7,0.9559159319321988,0.9525952595259526,0.2597042774066684,0.26487651637850251
8,0.9578826313771897,0.9534953495349535,0.24863394058905181,0.2565343533665993
9,0.9592326538775646,0.9550955095509551,0.23813974397882809,0.24559255943702732
10,0.9605326755445924,0.9560956095609561,0.23250992074700641,0.24068719404614172
11,0.9625827097118286,0.9574957495749575,0.22599483653327446,0.23579513021777965
12,0.9630493841564026,0.9571957195719571,0.22148213973508826,0.23113973905430374
13,0.9639660661011017,0.9581958195819582,0.2133772513976267,0.22469898830065838
14,0.9650327505458425,0.9596959695969597,0.21083630208035861,0.22154345060157984
15,0.9661661027683794,0.9608960896089609,0.20765813682283513,0.21956288121961287
16,0.9666161102685045,0.9604960496049605,0.20230684323039472,0.21481685197158476
17,0.9673327888798147,0.9601960196019602,0.19826962090185446,0.21150576617729636
18,0.9681328022133702,0.9604960496049605,0.19488296017762441,0.20756262164245387
19,0.9686828113801896,0.9613961396139614,0.19143785154107792,0.20545595909076947
20,0.968982816380273,0.9624962496249625,0.1904431329860429,0.20373996634942318
21,0.9698994983249721,0.961996199619962,0.18833067721552926,0.2026070876222926
22,0.969866164436074,0.9646964696469646,0.18940240565013966,0.20373789977670043
23,0.9706828447140786,0.9646964696469646,0.18416525851917909,0.19947542135976573
24,0.9715161919365323,0.9643964396439644,0.18064934213768197,0.19590563293785998
25,0.9712828547142452,0.9637963796379638,0.17810285866646097,0.19361244001569214
26,0.9722162036033933,0.965996599659966,0.17824841857524995,0.19445574657299436
27,0.9726328772146202,0.9663966396639664,0.17586072417467674,0.19166208160194703
28,0.9726162102701712,0.9654965496549655,0.17669458811461974,0.19398915417301354
29,0.9733328888814814,0.9666966696669667,0.17064036748656658,0.1884214441512595
30,0.9736828947149119,0.9664966496649665,0.169258763799157,0.18731776855871526
31,0.9744329072151202,0.9682968296829683,0.16683688097591029,0.18470559416235391
32,0.9743662394373239,0.9672967296729673,0.16535536966629688,0.18375444496131757
33,0.9747329122152036,0.9677967796779678,0.16514525146121448,0.18277422821575245
34,0.9746329105485091,0.9673967396739674,0.16300138234771361,0.18178736904744772
35,0.9753329222153703,0.9677967796779678,0.16303615076095551,0.18238708296294653
36,0.975032917215287,0.9666966696669667,0.16246824151410105,0.18189465975149266
37,0.9753995899931666,0.9666966696669667,0.16012430567807176,0.18013571740610215
38,0.9760996016600276,0.9682968296829683,0.15804953488756388,0.17774654826404676
39,0.9758995983266388,0.9686968696869687,0.16107792984170538,0.18037447939275428
40,0.976399606660111,0.9687968796879688,0.15501981937740089,0.17516529038000933
41,0.9765162752712545,0.9680968096809681,0.15587695655002354,0.17600054589681152
42,0.9771496191603193,0.9678967896789679,0.15444071249134106,0.17503921877420478
43,0.9769329488824814,0.9684968496849685,0.15565520356204091,0.17679392573692446
44,0.9772329538825647,0.9687968796879688,0.15288676147635438,0.17393232252237667
45,0.9778162969382823,0.9685968596859686,0.15028242454611393,0.17193573007693172
46,0.9777162952715879,0.9687968796879688,0.15008037626091528,0.17199230330369034
47,0.9781496358272638,0.9703970397039704,0.14895774012932406,0.17056731403194517
48,0.9784996416606944,0.9697969796979697,0.14907951001696687,0.17150369559593739
49,0.9786163102718378,0.9697969796979697,0.14766108230746605,0.16969010466049261
50,0.978849647494125,0.9691969196919692,0.15096940297945058,0.17394132541743365
51,0.9785829763829397,0.9697969796979697,0.15317770294101868,0.17531316809551337
52,0.9789663161052684,0.9693969396939695,0.14780477920226601,0.17022389854961936
53,0.9796996616610277,0.9693969396939695,0.14358401123852996,0.16719981902530581
54,0.9796663277721296,0.9703970397039704,0.14497308610759335,0.16883065468891473
55,0.9798329972166203,0.96999699969997,0.14301028387226561,0.16594460457976434
56,0.9800496674944582,0.9710971097109711,0.14257218484446749,0.16598466816875304
57,0.9802163369389489,0.9704970497049705,0.14127470673957293,0.16476021335997848
58,0.9804163402723378,0.9713971397139713,0.14114711297902549,0.16530898658356383
59,0.9806996783279721,0.9705970597059705,0.14068598002428462,0.16515163069301109
60,0.9808496808280138,0.9713971397139713,0.13946515138339982,0.16396450886082747
61,0.9803996733278888,0.9706970697069707,0.14027568813014554,0.16519680005669099
62,0.9808496808280138,0.9700970097009701,0.13959111543457189,0.16527083290858055
63,0.9810996849947499,0.970997099709971,0.13847701904215715,0.16401919635640017
64,0.9818163636060601,0.9707970797079708,0.13678001580268576,0.16239833865401793
65,0.9815496924948749,0.9715971597159716,0.13565806078810219,0.16122801619679772
66,0.9814330238837314,0.9703970397039704,0.1348478088043088,0.1609348521244609
67,0.9813830230503842,0.9705970597059705,0.13561751075087605,0.16205526436363438
68,0.9815496924948749,0.9708970897089709,0.13536225473450014,0.16204291036264426
69,0.9818330305505092,0.9708970897089709,0.13422216173170923,0.16125100136126652
70,0.9819663661061018,0.9718971897189719,0.13588044544034106,0.1626421980325761
71,0.982449707495125,0.9712971297129713,0.13293651754849378,0.16075550558088883
72,0.982016366939449,0.9715971597159716,0.13393051406615844,0.16140552670749031
73,0.9823330388839814,0.9713971397139713,0.13081541666497454,0.15782719808476647
74,0.9823497058284305,0.9712971297129713,0.13243889680208643,0.1603221002437929
75,0.9825330422173703,0.970997099709971,0.13222630562964396,0.15960815179710089
76,0.9822497041617361,0.9712971297129713,0.13154168893615567,0.15892400728637898
77,0.982699711661861,0.9711971197119712,0.13022153864935593,0.15849572652225757
78,0.9825663761062684,0.9723972397239724,0.12958841511561847,0.15741665394857612
79,0.9829497158285971,0.971997199719972,0.13053743260668096,0.15957943313370293
80,0.9827830463841064,0.9715971597159716,0.12798061396198854,0.15676531737360352
81,0.9827830463841064,0.9725972597259726,0.1281442731907905,0.15657784255351873
82,0.9828497141619027,0.971997199719972,0.12899693059872092,0.15802636440241261
83,0.983133052217537,0.971997199719972,0.12871063346880363,0.15823393096533575
84,0.9835330588843147,0.9728972897289729,0.12679848344869868,0.1559451355324511
85,0.9834497241620693,0.972997299729973,0.12570147387811112,0.15592336930829465
86,0.9829497158285971,0.9710971097109711,0.12815808128291811,0.15893694777989179
87,0.9832497208286805,0.9722972297229723,0.12557749896065248,0.15550477538166416
88,0.9835830597176619,0.9730973097309731,0.12818743500936564,0.15806579188983366
89,0.9833497224953749,0.9724972497249725,0.12581549179570231,0.15620836092082355
90,0.9836663944399073,0.9725972597259726,0.1243602590937649,0.1541345815246733
91,0.9839163986066435,0.9728972897289729,0.12478245585418636,0.15508226668169453
92,0.9840997349955832,0.9722972297229723,0.12344657222070098,0.15354830218581683
93,0.9834997249954166,0.9726972697269727,0.12546045991608035,0.1563377653986969
94,0.9838830647177453,0.9726972697269727,0.12291827381165014,0.153866925334361
95,0.9834163902731712,0.9705970597059705,0.12649227777513403,0.1581359103190785
96,0.9841830697178287,0.9717971797179717,0.12295724526520681,0.15475061970247267
97,0.9842164036067268,0.9730973097309731,0.12210262224975318,0.15434890232767451
98,0.9844164069401157,0.9728972897289729,0.12067613089752915,0.15262085639877049
99,0.9841330688844814,0.9722972297229723,0.12133305590331227,0.1531135656788318
