epoch,training_accuracy,test_accuracy,training_loss,test_loss
0,0.16390273171219516,0.1657165716571657,3.7192108344471388,3.6801316662855266
1,0.9534992249870831,0.9532953295329533,0.26838685687819008,0.26749206126710023
2,0.9638993983233054,0.9615961596159616,0.20340215658958791,0.21139550290818776
3,0.9661161019350323,0.961996199619962,0.1984714763525936,0.21152335593793173
4,0.9708328472141202,0.962996299629963,0.17295597353039041,0.18919729995106471
5,0.97191619860331,0.9636963696369637,0.17257323982387135,0.1893867101519188
6,0.973482891381523,0.9668966896689669,0.17091079714451141,0.18894295467300512
7,0.9736828947149119,0.9648964896489649,0.15929462114425399,0.18159554108732373
8,0.9767996133268888,0.968996899689969,0.15149433147454486,0.17339782414452851
9,0.9757662627710462,0.9693969396939695,0.17514595564463811,0.19725210032782664
10,0.9783163052717545,0.9698969896989699,0.14495790013744694,0.16719580444149218
11,0.9787163119385323,0.9680968096809681,0.1407641719570801,0.16738689515580252
12,0.9796829947165786,0.9698969896989699,0.14648100429290642,0.17181821663564664
13,0.9813996899948333,0.9702970297029703,0.13756685835432128,0.16676518907505697
14,0.9789163152719212,0.968996899689969,0.15584019381064987,0.1840506888806934
15,0.9809330155502591,0.9696969696969697,0.12802616759812904,0.15755213874593355
16,0.980433007216787,0.9688968896889689,0.13036793809352698,0.15993836704882969
17,0.981583026383773,0.9700970097009701,0.13078046792049036,0.16060600391279226
18,0.9816496941615693,0.9695969596959696,0.13872824988789212,0.17126047886173387
19,0.9830497174952916,0.9704970497049705,0.1202233754175389,0.15269567962786057
20,0.9823997066617777,0.9684968496849685,0.13794427029474304,0.17324694839445998
21,0.9834830580509675,0.9715971597159716,0.11852984710883736,0.15269336218520876
22,0.9826497108285138,0.9700970097009701,0.12570036513389485,0.16113484756185051
23,0.9842997383289721,0.9700970097009701,0.11646816539118436,0.15230484613887546
24,0.9840830680511342,0.9708970897089709,0.11466281851403418,0.15140014468427515
25,0.9843164052734212,0.9706970697069707,0.12654786353359457,0.16309314937323327
26,0.9849830830513842,0.9714971497149715,0.12029063065651811,0.1577754884291116
27,0.9842164036067268,0.9701970197019703,0.12663001949837766,0.16620759916147032
28,0.9857330955515925,0.9716971697169717,0.12600455768904739,0.16680194750812544
29,0.9859997666627777,0.971997199719972,0.1230154988569057,0.16176368452183268
30,0.9853664227737129,0.9705970597059705,0.1138264406108471,0.15537253734497428
31,0.984949749162486,0.9686968696869687,0.11471706096376297,0.15714966662159516
32,0.9864497741629027,0.9722972297229723,0.1091151686778732,0.1511670197961387
33,0.9853497558292639,0.9698969896989699,0.12300983558584408,0.16573399752069456
34,0.9858830980516342,0.9715971597159716,0.11640217461685777,0.16078028206830877
35,0.9860164336072268,0.9704970497049705,0.1213246453473438,0.16557074871914432
36,0.9865997766629444,0.9714971497149715,0.11596469105345095,0.15930015626953392
37,0.9871664527742129,0.9702970297029703,0.10314892367404109,0.14814474369118794
38,0.986749779162986,0.9718971897189719,0.11163725680481722,0.15491757902503855
39,0.9878831313855231,0.9702970297029703,0.10953016395934528,0.1568352683572497
40,0.9880498008300138,0.9714971497149715,0.12216351911015108,0.16831031087813156
41,0.9880331338855648,0.9713971397139713,0.10196777539882798,0.14968463650014541
42,0.9871331188853147,0.96999699969997,0.10648512016030423,0.15463700280569992
43,0.9877997966632778,0.9704970497049705,0.10140776142408572,0.15081845026629315
44,0.9868831147185786,0.9707970797079708,0.11214922573107608,0.16164452121740402
45,0.9881498024967083,0.9702970297029703,0.099991797634093368,0.1490908853283186
46,0.9881498024967083,0.9706970697069707,0.098707809212953274,0.1463918851145426
47,0.98829980499675,0.9701970197019703,0.10111790453340333,0.15096404230627936
48,0.9880331338855648,0.96999699969997,0.10481309296473154,0.15491646955396246
49,0.988766479441324,0.9704970497049705,0.10140424808726826,0.15113547264457028
50,0.9878497974966249,0.9684968496849685,0.11721044474647908,0.16908484231404602
51,0.9883831397189953,0.9700970097009701,0.097493602070294796,0.14928348379554221
52,0.9882498041634027,0.96999699969997,0.099912426533304538,0.15224544966779363
53,0.9888498141635694,0.9691969196919692,0.099998145161784721,0.15232058528295872
54,0.988549809163486,0.9696969696969697,0.096002008902056693,0.14991352776058792
55,0.9893331555525925,0.96999699969997,0.09518964207295573,0.14891506200231588
56,0.9891664861081018,0.9706970697069707,0.094829203134508974,0.15083564794890308
57,0.9888664811080184,0.9700970097009701,0.094294708940695915,0.1481392834753788
58,0.9896664944415741,0.9704970497049705,0.094351117752951671,0.14921638795149353
59,0.9889164819413657,0.9711971197119712,0.1138051796337133,0.16727142957437338
60,0.9894164902748379,0.9692969296929693,0.10798766844803341,0.16367621065836396
61,0.9897831630527175,0.970997099709971,0.093672679044182749,0.14988282238910844
62,0.9892498208303472,0.9693969396939695,0.093047919618615971,0.149955061344935
63,0.9899831663861064,0.9702970297029703,0.092372408884496424,0.14896932288542053
64,0.9899998333305555,0.9703970397039704,0.092225738729436832,0.14746551117660053
65,0.9894664911081852,0.9696969696969697,0.091877620669054236,0.14849500717837202
66,0.9894498241637361,0.9700970097009701,0.10809317277106459,0.16473048502673621
67,0.9881498024967083,0.9685968596859686,0.12645265357221916,0.18486392484849487
68,0.9899498324972082,0.9705970597059705,0.096211348742338942,0.15552740720361022
69,0.9901331688861481,0.9704970497049705,0.091121040792787197,0.14781541265950318
70,0.9898164969416157,0.9701970197019703,0.10226960114502651,0.15906526896116729
71,0.9896164936082268,0.9688968896889689,0.094698752978939843,0.15314528303249297
72,0.9904331738862314,0.9706970697069707,0.091957166178710636,0.14980946144739232
73,0.9894664911081852,0.9688968896889689,0.10860277236508241,0.16680094834865722
74,0.9903665061084351,0.9704970497049705,0.089683966292823783,0.14724277073122363
75,0.99009983499725,0.9711971197119712,0.096684216574133577,0.15360253730924425
76,0.9902331705528425,0.9695969596959696,0.090470233153401136,0.15059437290505881
77,0.9901498358305971,0.9704970497049705,0.098692195133761068,0.15705327961759125
78,0.9905831763862731,0.9688968896889689,0.11526641291184987,0.1763627321162724
79,0.9890664844414073,0.9670967096709671,0.11425198362432865,0.17766291663663433
