epoch,training_accuracy,test_accuracy,training_loss,test_loss
0,0.12258537642294043,0.12451245124512456,4.8627010365426289,4.8890358035455428
1,0.8902148369139485,0.8944894489448945,0.52964617061490327,0.51755865678687041
2,0.9100818346972449,0.9126912691269127,0.41453490078329441,0.40819768217764124
3,0.9194819913665228,0.9236923692369237,0.35760891750729168,0.35378804694028743
4,0.9250320838680645,0.9264926492649265,0.32500135290055243,0.32339273187609008
5,0.9300655010916848,0.9314931493149314,0.30297784310672204,0.3007245536046575
6,0.9317155285921432,0.9332933293329333,0.28910870045870563,0.28760698567200843
7,0.9352155869264488,0.9348934893489349,0.27490708577609357,0.27556025373532045
8,0.9371656194269904,0.9353935393539354,0.26475431889358952,0.26718589984381824
9,0.9384656410940182,0.9386938693869387,0.25794899389804632,0.25930948819334937
10,0.9402490041500692,0.9385938593859386,0.25007120265259009,0.2537331423789434
11,0.9420323672061202,0.9402940294029403,0.24334099935755518,0.24776253303431636
12,0.9431823863731063,0.9396939693969397,0.23687350653442921,0.24146256570895436
13,0.9440157335955599,0.9423942394239424,0.23171199115953808,0.23808618575248577
14,0.9457324288738146,0.9425942594259425,0.22624113860124886,0.23305559500998685
15,0.9456490941515692,0.9426942694269427,0.2224105065880273,0.23005619132796395
16,0.9474324572076201,0.9435943594359436,0.21844983962044903,0.22643927795834792
17,0.9474824580409673,0.9441944194419442,0.21469075476506405,0.22348824507613471
18,0.9488158135968933,0.9456945694569457,0.21002964692307435,0.21962757562188637
19,0.9489324822080368,0.9455945594559456,0.20702086142488338,0.21678655690158297
20,0.9503991733195554,0.9466946694669467,0.20431548562724164,0.21416374395437773
21,0.950765846097435,0.9472947294729472,0.20187396200421184,0.21325229300214663
22,0.950782513041884,0.9470947094709471,0.1986324005493898,0.21035299830519813
23,0.9524658744312405,0.946894689468947,0.19486979716243899,0.20778881922138318
24,0.9533658894314905,0.9477947794779478,0.19216712658740706,0.20579255623490952
25,0.9533325555425923,0.9478947894789479,0.18984782881918516,0.20405610845449074
26,0.9538825647094118,0.9485948594859486,0.18752556231118106,0.20110778685851016
27,0.9542159035983933,0.9485948594859486,0.18551893284951088,0.20063928316645585
28,0.9546159102651711,0.9487948794879488,0.18428260346487521,0.19974346485292499
29,0.9555492591543192,0.9494949494949495,0.18233567254625921,0.19862149110091792
30,0.9565326088768146,0.9495949594959496,0.18035544934847814,0.19630550105633066
31,0.9570326172102869,0.9498949894989499,0.17751958046109009,0.1936442695307139
32,0.9573326222103702,0.9510951095109511,0.17647186032588261,0.19398048993433681
33,0.9570326172102869,0.9497949794979498,0.17468178857064093,0.19210569249163573
34,0.9584826413773563,0.9505950595059506,0.17278500309499686,0.19036597825400739
35,0.958182636377273,0.9503950395039504,0.17123916347296655,0.18890453594019069
36,0.9586826447107452,0.9502950295029503,0.17057646396819137,0.18804045332973987
37,0.9594826580443008,0.9507950795079508,0.1679699828283778,0.18593157571252256
38,0.9596826613776896,0.9501950195019502,0.1665088253064132,0.18447213549018887
39,0.9599493324888748,0.9508950895089509,0.16566897680879536,0.18474032648953684
40,0.9597993299888331,0.9515951595159516,0.16484243411455918,0.18309498597190849
41,0.9607826797113286,0.9518951895189519,0.16240217297453266,0.18168483007165673
42,0.960882681378023,0.9512951295129513,0.16115034488769386,0.18138432467260177
43,0.9610826847114119,0.9520952095209521,0.1607336360980928,0.18101400856528604
44,0.9614826913781896,0.950995099509951,0.15891485184782622,0.17950248247723904
45,0.9616993616560277,0.9522952295229523,0.15796486292308068,0.17908340109132917
46,0.9620327005450091,0.9533953395339534,0.15665888124071825,0.17673155014804834
47,0.9619493658227637,0.9524952495249525,0.15600730587136427,0.17708881649193792
48,0.9624993749895832,0.952995299529953,0.15507825305029713,0.17652945886766813
49,0.9625493758229304,0.9544954495449545,0.15422204243159418,0.17488332221825514
50,0.9623993733228887,0.9521952195219522,0.1532225932989123,0.17614322548097791
51,0.9630327172119535,0.9535953595359536,0.15166906205413444,0.17397381441828169
52,0.9630827180453008,0.9526952695269527,0.15140839230204056,0.17408554655364336
53,0.9632493874897915,0.954995499549955,0.14974476299221864,0.17210697087687851
54,0.9634660577676295,0.9542954295429543,0.14895991395749983,0.17169108273639405
55,0.9639493991566526,0.9537953795379538,0.14829620066225471,0.1706840946147658
56,0.9639493991566526,0.9546954695469547,0.14750129985135438,0.16976270391703269
57,0.964499408323472,0.9547954795479547,0.14674645270750003,0.16986045660966864
58,0.9646327438790646,0.9548954895489549,0.14575618084116776,0.16957183700220158
59,0.964732745545759,0.9535953595359536,0.14489788359741262,0.16868229679248489
60,0.9652660877681295,0.9544954495449545,0.14582172102995908,0.16986780603718121
61,0.9652160869347822,0.954995499549955,0.14352812341595966,0.16752917172383999
62,0.9654160902681711,0.9547954795479547,0.14271886589841479,0.1663820782074085
63,0.9653160886014767,0.9563956395639563,0.14227596050516172,0.16696770586644569
64,0.9656827613793564,0.9548954895489549,0.14262837709963172,0.16731510565641156
65,0.9658494308238471,0.9559955995599559,0.14166309238176558,0.16601765558498932
66,0.9662494374906249,0.9558955895589559,0.14043144597179585,0.16419332632571329
67,0.9664494408240137,0.9554955495549555,0.13905498889593432,0.16362548881758979
68,0.9669994499908332,0.9565956595659566,0.13843755597568994,0.16326422130089077
69,0.9669161152685878,0.9565956595659566,0.13796641731773582,0.16234671047769941
70,0.9666327772129536,0.9556955695569557,0.13751578576318171,0.16216237970760317
71,0.9665661094351572,0.9553955395539554,0.1377466464516908,0.163615874186334
72,0.9668494474907915,0.9554955495549555,0.13664080079407342,0.16230354363398927
73,0.9670494508241804,0.9559955995599559,0.13618915532108708,0.16215648199890192
74,0.9680661344355739,0.9558955895589559,0.13528100237281382,0.16136852659706982
75,0.9676494608243471,0.956995699569957,0.13497762430235472,0.16039087002335209
76,0.9676994616576943,0.9556955695569557,0.13423802283527086,0.1606843128490312
77,0.9680328005466757,0.9561956195619562,0.13302532875014361,0.1593881848565715
78,0.9681994699911665,0.9561956195619562,0.13291641834652906,0.15956660556441024
79,0.96831613860231,0.9566956695669567,0.13215683965707656,0.15885682680231514
80,0.968532808880148,0.9558955895589559,0.13147402845707895,0.15863981271950367
81,0.9686661444357406,0.9564956495649565,0.13127672794276399,0.15806195670412673
82,0.9693161552692545,0.9572957295729573,0.1304535161860704,0.15810308855920702
83,0.9692661544359072,0.9566956695669567,0.13048834653398361,0.15839155172005787
84,0.9690828180469675,0.956995699569957,0.1298756579604041,0.15774344307960989
85,0.968982816380273,0.9571957195719571,0.1295737453861279,0.15786044245855119
86,0.9692661544359072,0.9560956095609561,0.12902996956473814,0.15735449465182202
87,0.9687161452690878,0.9557955795579558,0.1290985097900105,0.15756565580743473
